GeneID	Length	ORF1_1_mapped_reads(7655775)	ORF1_1_IPTG_mapped_reads(7178582)	ORF1_2_mapped_reads(7706927)	ORF1_2_IPTG_mapped_reads(7070827)	Svi3_3_1_mapped_reads(8018710)	Svi3_3_1_IPTG_mapped_reads(8299205)	Svi3_3_2_mapped_reads(7313736)	Svi3_3_2_IPTG_mapped_reads(8344539)	WT1_IPTG_mapped_reads(8074159)	WT2_IPTG_mapped_reads(8103887)	ORF1_1_coverage	ORF1_1_IPTG_coverage	ORF1_2_coverage	ORF1_2_IPTG_coverage	Svi3_3_1_coverage	Svi3_3_1_IPTG_coverage	Svi3_3_2_coverage	Svi3_3_2_IPTG_coverage	WT1_IPTG_coverage	WT2_IPTG_coverage	ORF1_1_rpkm	ORF1_1_IPTG_rpkm	ORF1_2_rpkm	ORF1_2_IPTG_rpkm	Svi3_3_1_rpkm	Svi3_3_1_IPTG_rpkm	Svi3_3_2_rpkm	Svi3_3_2_IPTG_rpkm	WT1_IPTG_rpkm	WT2_IPTG_rpkm	Symbol	Description	KEGG Orthology	GO Component	GO Function	GO Process
b0061	696	28	18	6	21	5	16	21	35	17	15	93.53%	81.75%	60.06%	95.11%	43.25%	98.13%	95.55%	95.69%	84.2%	88.22%	5.25484161400659	3.60267096837749	1.1185638134593	4.26716900202811	0.895893235442735	2.76996480351147	4.12544475123295	6.02637920702858	3.02511844965176	2.65943048538696	araD	L-ribulose-5-phosphate 4-epimerase; 	K01786|1|7e-133|476|edj:ECDH1ME8569_0060|L-ribulose-5-phosphate 4-epimerase [EC:5.1.3.4]	-	GO:0008742;GO:0008270//zinc ion binding	GO:0019569//L-arabinose catabolic process to xylulose 5-phosphate;GO:0019324
b4379	864	40	27	20	23	40	33	23	38	32	41	94.33%	81.13%	84.26%	67.36%	98.61%	93.63%	76.16%	94.79%	94.68%	92.94%	6.04723836532504	4.3532274201228	3.00355098058515	3.7648170957047	5.77353418396429	4.60218110583417	3.6397773135878	5.27069038582976	4.58710771450464	5.85567193912054	yjjW	putative pyruvate formate lyase activating enzyme; 	K04069|1|3e-85|318|sbb:Sbal175_2123|pyruvate formate lyase activating enzyme [EC:1.97.1.4]	GO:0005737//cytoplasm	GO:0046872//metal ion binding;GO:0016491//oxidoreductase activity;GO:0051539//4 iron, 4 sulfur cluster binding;GO:0009055//electron carrier activity;GO:0016829//lyase activity	GO:0006006//glucose metabolic process;GO:0055114//oxidation-reduction process
b2266	306	5415	3887	3245	4770	4803	5375	3895	3043	4229	4827	99.67%	99.67%	99.67%	99.67%	99.67%	99.67%	99.67%	99.67%	99.67%	99.67%	2311.46793516954	1769.51581511292	1375.97970804689	2204.58445583772	1957.43186015862	2116.51109680074	1740.39070728485	1191.73083671182	1711.66575217413	1946.53624907672	elaB	DUF883 family protein, putative membrane-anchored ribosome-binding protein; 	K05594|1|2e-29|131|sdz:Asd1617_03321|ElaB protein	GO:0016020//membrane	-	GO:0006974//cellular response to DNA damage stimulus
b0062	1503	113	81	101	68	96	127	72	130	124	110	98.07%	94.54%	98.74%	95.74%	98%	99.14%	96.94%	96.01%	98.8%	96.67%	9.82042541722246	7.50736225745729	8.71929051130347	6.39852278072384	7.96540285021181	10.1814175362602	6.54989346303537	10.3653035006548	10.2179884418906	9.03109327838657	araA	L-arabinose isomerase; 	K01804|1|0.0|1031|eun:UMNK88_60|L-arabinose isomerase [EC:5.3.1.4]	GO:0005737//cytoplasm	GO:0030145//manganese ion binding;GO:0008736;GO:0008733	GO:0019569//L-arabinose catabolic process to xylulose 5-phosphate;GO:0006004//fucose metabolic process
b2776	1479	43	66	49	41	59	68	39	53	50	60	84.79%	95.47%	86.68%	78.63%	95.67%	91.75%	79.45%	93.37%	91.08%	90.94%	3.7976166286098	6.21637343563175	4.29879426349063	3.920536225953	4.97484243681142	5.53992960702295	3.60543070695989	4.29442820803381	4.18701515522736	5.0059867960225	ygcE	putative kinase; 	K00924|1|6e-52|209|abo:ABO_1407|;K00854|2|8e-41|172|cap:CLDAP_26850|xylulokinase [EC:2.7.1.17]	-	GO:0016301//kinase activity;GO:0016773//phosphotransferase activity, alcohol group as acceptor	GO:0016310//phosphorylation;GO:0005975//carbohydrate metabolic process
b3685	1662	617	529	521	499	1131	845	715	536	767	773	99.52%	98.62%	99.64%	98.32%	99.64%	99.82%	98.92%	99.64%	99.64%	98.5%	48.4914290868591	44.3390094872676	40.6748030266101	42.4618893782698	84.8646995791661	61.2617215794663	58.8214522377962	38.6483912920278	57.1566869191796	57.3924940466131	yidE	putative transporter; 	K07085|1|0.0|921|sft:NCTC1_04074|putative transport protein	GO:0005886//plasma membrane;GO:0016021//integral component of membrane	GO:0015459//potassium channel regulator activity;GO:0008324//cation transmembrane transporter activity	GO:0006950//response to stress;GO:0043266//regulation of potassium ion transport
b1874	747	568	602	719	605	1144	805	568	541	742	814	99.46%	98.93%	98.8%	99.2%	99.6%	99.73%	98.93%	99.46%	98.8%	99.6%	99.3204257784469	112.263149961507	124.889821014403	114.541947050041	190.985728379426	129.849052887501	103.965310296132	86.7909245017294	123.022912921534	134.465362330483	cutC	copper homeostasis protein; 	K06201|1|8e-139|496|ssj:SSON53_06660|copper homeostasis protein	GO:0005737//cytoplasm	GO:0005507//copper ion binding	GO:0046688//response to copper ion;GO:0006878//cellular copper ion homeostasis
b3609	468	3759	2942	3502	2693	5077	4441	4148	3544	4550	4595	99.57%	99.79%	99.79%	99.79%	99.79%	99.79%	99.79%	99.79%	99.79%	99.79%	1049.1493391657	875.705645812054	970.932510831617	813.804878025372	1352.87229470708	1143.40063166487	1211.86324790064	907.497654771531	1204.11577505747	1211.56379258201	secB	protein export chaperone; 	K03071|1|2e-85|317|sbc:SbBS512_E4037|preprotein translocase subunit SecB	GO:0005737//cytoplasm	GO:0051082//unfolded protein binding	GO:0006457//protein folding;GO:0051262//protein tetramerization;GO:0043952;GO:0006605//protein targeting
b2043	1395	122	121	117	113	183	215	144	156	155	164	99.64%	97.13%	95.41%	97.28%	99.43%	92.9%	96.85%	98.64%	97.99%	99.5%	11.4234283443043	12.0829366098319	10.8825434238492	11.4560268875749	16.3595884748201	18.5706780106387	14.1139639784117	13.4013343324595	13.7613231435139	14.5069549975631	wcaM	colanic acid biosynthesis protein; 	K16711|1|0.0|933|edj:ECDH1ME8569_1980|colanic acid biosynthesis protein WcaM	-	-	GO:0009103//lipopolysaccharide biosynthetic process;GO:0045228//slime layer polysaccharide biosynthetic process
b0674	1665	2042	2161	4395	1854	3308	2750	2684	1902	2676	2629	99.58%	99.46%	99.94%	99.7%	99.94%	99.94%	99.88%	99.7%	99.94%	99.94%	160.196247463702	180.801430964764	342.502224250942	157.479954397628	247.768878882861	199.013237009045	220.408832368575	136.896998425239	199.055679632666	194.842176227159	asnB	asparagine synthetase B; 	K01953|1|0.0|1096|ecoj:P423_03285|asparagine synthase (glutamine-hydrolysing) [EC:6.3.5.4]	GO:0005737//cytoplasm	GO:0004071//aspartate-ammonia ligase activity;GO:0005524//ATP binding;GO:0016740//transferase activity;GO:0004066//asparagine synthase (glutamine-hydrolyzing) activity;GO:0016597//amino acid binding	GO:0006541//glutamine metabolic process;GO:0070981//L-asparagine biosynthetic process;GO:0009063//cellular amino acid catabolic process
b1599	330	60	48	76	56	58	49	44	41	105	113	98.48%	96.67%	99.39%	97.58%	99.09%	97.27%	96.06%	98.48%	97.58%	98.48%	23.7491543074583	20.2622949009352	29.8826017559308	23.9995929326187	21.9184352293044	17.8914544808627	18.2305368054485	14.8890698746119	39.4074253655171	42.2543209726693	mdtI	multidrug efflux system transporter; 	K11742|1|3e-45|183|sbc:SbBS512_E1785|spermidine export protein MdtI	GO:0005887//integral component of plasma membrane	GO:0015606//spermidine transmembrane transporter activity	GO:0015848//spermidine transport
b2422	1098	4727	6665	2117	9724	3041	16072	3119	14234	3627	3402	99.91%	99.91%	99.82%	99.91%	99.91%	99.91%	99.82%	99.91%	99.91%	99.91%	562.333686942127	845.588655886878	250.17117741241	1252.48461087267	345.389851542992	1763.72589527193	388.395111312799	1553.53940193755	409.117369192827	382.330189912286	cysA	sulfate/thiosulfate transporter subunit; 	K02045|1|0.0|729|sbo:SBO_2447|sulfate transport system ATP-binding protein [EC:3.6.3.25]	GO:0005886//plasma membrane	GO:0015419//sulfate transmembrane-transporting ATPase activity;GO:0005524//ATP binding	GO:0008272//sulfate transport;GO:0006200//ATP catabolic process
b2867	879	51	39	45	44	92	61	61	57	63	75	96.36%	91.47%	96.36%	93.74%	98.52%	96.25%	97.04%	97.72%	97.27%	96.13%	7.57865504350633	6.1806914906863	6.6426656498948	7.07935335165009	13.052522332621	8.3618903368802	9.48858997553204	7.77112029583091	8.87675793216426	10.5288032868562	xdhB	xanthine dehydrogenase, FAD-binding subunit; 	K13479|1|5e-166|587|sfv:SFV_2932|xanthine dehydrogenase FAD-binding subunit [EC:1.17.1.4]	-	GO:0004854//xanthine dehydrogenase activity;GO:0071949//FAD binding;GO:0008762//UDP-N-acetylmuramate dehydrogenase activity	GO:0006166//purine ribonucleoside salvage;GO:0006150
b2286	1791	8086	4874	7368	4932	5771	6991	8275	6475	9062	9787	99.94%	99.89%	99.94%	99.94%	99.94%	99.94%	99.94%	99.89%	99.94%	99.83%	589.724254335899	379.097808074659	533.792891456113	389.454987969739	401.837979203915	470.334919848503	631.732378832018	433.253258903964	626.658845861925	674.311592320698	nuoC	NADH:ubiquinone oxidoreductase, fused CD subunit; 	K13378|1|0.0|1229|elp:P12B_c2380|NADH-quinone oxidoreductase subunit C/D [EC:1.6.5.3]	GO:0005737//cytoplasm;GO:0045272//plasma membrane respiratory chain complex I	GO:0051287//NAD binding;GO:0048038//quinone binding;GO:0008137//NADH dehydrogenase (ubiquinone) activity	GO:0006810//transport;GO:0055114//oxidation-reduction process
b1112	258	114	145	81	91	276	222	123	86	202	208	98.06%	94.19%	94.19%	96.12%	99.61%	98.84%	96.51%	94.57%	97.67%	98.84%	57.715968026265	78.2906016642241	40.7365332994711	49.8828748454139	133.408920120626	103.680426773296	65.1847682287837	39.9462850294466	96.9693235461561	99.4833158936689	bhsA	biofilm, cell surface and signaling protein; 	K12151|1|5e-39|162|sdz:Asd1617_02740|multiple stress resistance protein BhsA	GO:0009279//cell outer membrane;GO:0042597//periplasmic space	-	GO:0046688//response to copper ion;GO:0006950//response to stress;GO:0042710//biofilm formation
b0341	1155	73	63	62	61	80	87	75	66	73	77	98.1%	86.58%	94.29%	97.32%	98.79%	97.4%	99.13%	97.92%	96.97%	98.35%	8.25565840211647	7.59836058785071	6.96511770251018	7.46926106576399	8.637806986918	9.07613142760967	8.87850818447165	6.84793457647656	7.82786952838843	8.22650496813031	cynX	putative cyanate transporter; 	K03449|1|5e-164|580|ebe:B21_00299|MFS transporter, CP family, cyanate transporter	GO:0005886//plasma membrane;GO:0016021//integral component of membrane	GO:0022857//transmembrane transporter activity	GO:0055085//transmembrane transport;GO:0009440//cyanate catabolic process
b0036	786	22	7	18	20	36	16	16	9	22	36	95.42%	70.74%	88.17%	76.59%	96.95%	83.97%	78.88%	70.36%	86.01%	96.06%	3.65604029415071	1.24061443016222	2.97145196247202	3.59863034703934	5.71183229192192	2.45279326112466	2.78328806190053	1.37220063078252	3.46659285294625	5.65179730634907	caiD	carnitinyl-CoA dehydratase; 	K08299|1|6e-135|483|ecoh:ECRM13516_0039|crotonobetainyl-CoA hydratase [EC:4.2.1.149]	-	GO:0008809//carnitine racemase activity;GO:0016836//hydro-lyase activity	GO:0042413//carnitine catabolic process
b3234	1368	672	733	579	684	1906	1338	896	616	1072	1005	98.98%	99.56%	99.34%	99.56%	99.71%	99.78%	99.71%	99.27%	99.63%	99.63%	64.164381813133	74.6413028994156	54.9175584555411	70.713086319323	173.752991915304	117.85106831782	89.5535141320275	53.9625253906559	97.0535421700455	90.6539198790676	degQ	serine endoprotease, periplasmic; 	K04772|1|0.0|770|sdz:Asd1617_04527|serine protease DegQ [EC:3.4.21.-]	GO:0071575//integral component of external side of plasma membrane;GO:0042597//periplasmic space	GO:0004252//serine-type endopeptidase activity;GO:0032440//2-alkenal reductase [NAD(P)] activity	GO:0006950//response to stress;GO:0051603//proteolysis involved in cellular protein catabolic process;GO:0055114//oxidation-reduction process
b2202	603	111	105	99	96	130	135	76	121	114	136	99.83%	98.01%	98.18%	99.17%	98.34%	98.18%	95.69%	98.34%	99.67%	99.5%	24.0445417988446	24.2567896046644	21.3027974025979	22.5156095743118	26.8857114238337	26.9761497655408	17.2328457364936	24.0472661122539	23.4147886322475	27.8309620812369	napC	quinol dehydrogenase, electron source for NapAB; 	K02569|1|1e-109|398|sbc:SbBS512_E0739|cytochrome c-type protein NapC	GO:0016021//integral component of membrane;GO:0005886//plasma membrane	GO:0008940//nitrate reductase activity;GO:0020037//heme binding;GO:0046872//metal ion binding	GO:0019333//denitrification pathway;GO:0022900//electron transport chain
b0308	696	131	73	90	77	115	94	113	83	119	126	97.27%	99.57%	95.83%	97.56%	98.56%	99.57%	98.42%	98.85%	95.98%	98.71%	24.5851518369594	14.6108322606421	16.7784572018894	15.6462863407698	20.6055444151829	16.2735432206299	22.1988217566344	14.2911278338106	21.1758291475624	22.3392160772504	ykgG	LutC family protein; putative electron transport chain YkgEFG component; 	K00782|1|3e-125|451|ebe:B21_00268|L-lactate dehydrogenase complex protein LldG	-	-	-
b0941	1071	90	111	91	100	149	115	119	100	109	132	95.14%	96.27%	96.92%	95.24%	97.01%	95.7%	96.92%	96.73%	98.04%	99.07%	10.9764998900018	14.4375945810235	11.024798893442	13.2050581361948	17.3497128082826	12.9381409239647	15.1921140045404	11.189435582478	12.6049094339749	15.2086646469636	elfG	putative fimbrial-like adhesin protein; 	K07350|1|8e-23|111|pct:PC1_2280|minor fimbrial subunit	GO:0009289//pilus	-	GO:0043709
b3789	882	881	604	752	471	407	492	816	822	931	918	99.89%	99.89%	99.89%	98.75%	98.98%	99.32%	99.66%	99.89%	99.66%	99.32%	130.472253057584	95.3958952110358	110.628751219593	75.5235003546511	57.5468182744522	67.2140439056151	126.49760232352	111.686552021106	130.732569863382	128.434210216728	rffH	glucose-1-phosphate thymidylyltransferase; 	K00973|1|3e-167|590|sbc:SbBS512_E4132|glucose-1-phosphate thymidylyltransferase [EC:2.7.7.24]	-	GO:0008879//glucose-1-phosphate thymidylyltransferase activity;GO:0000287//magnesium ion binding	GO:0009246//enterobacterial common antigen biosynthetic process;GO:0045226//extracellular polysaccharide biosynthetic process
b2499	1038	4935	3878	5792	4191	2419	2218	5392	4315	5232	4834	99.9%	99.81%	99.9%	99.71%	99.81%	99.81%	99.9%	99.9%	99.9%	99.9%	621.012929470316	520.441339043892	724.018985044821	571.018390682626	290.625694148177	257.470630189978	710.253283634234	498.174045959717	624.270890348538	574.666546473149	purM	phosphoribosylaminoimidazole synthetase; 	K01933|1|0.0|640|edj:ECDH1ME8569_2425|phosphoribosylformylglycinamidine cyclo-ligase [EC:6.3.3.1]	GO:0005737//cytoplasm	GO:0005524//ATP binding;GO:0004641//phosphoribosylformylglycinamidine cyclo-ligase activity	GO:0006189//'de novo' IMP biosynthetic process
b0270	1383	136	76	75	92	109	131	76	83	113	131	99.42%	99.13%	96.75%	97.04%	97.18%	98.55%	99.71%	97.18%	98.19%	99.71%	12.8448065234843	7.65513310610171	7.03651856622985	9.40795942353973	9.82878444159474	11.4133365385467	7.51367026688765	7.19206433285047	10.1194979298291	11.688418121747	yagG	CP4-6 prophage; putative sugar transporter; 	K03292|1|8e-95|351|ebe:B21_03467|glycoside/pentoside/hexuronide:cation symporter, GPH family	GO:0016021//integral component of membrane;GO:0005886//plasma membrane	GO:0015293//symporter activity	GO:0006814//sodium ion transport
b2705	780	135	74	132	61	125	90	118	101	87	74	95.77%	98.08%	99.36%	96.67%	96.92%	99.62%	99.36%	99.23%	98.33%	99.23%	22.6073680426767	13.2159519626292	21.9582680919086	11.0602519627659	19.9853106367995	13.903092571471	20.6846475292588	15.517595338362	13.8142513094505	11.7069493777239	srlD	sorbitol-6-phosphate dehydrogenase; 	K00068|1|1e-134|482|sdz:Asd1617_03898|sorbitol-6-phosphate 2-dehydrogenase [EC:1.1.1.140]	-	GO:0009010;GO:0000166//nucleotide binding	GO:0055114//oxidation-reduction process;GO:0006062//sorbitol catabolic process
b0586	3882	274	5495	2666	1483	330	235	264	365	301	338	96.83%	99.97%	99.92%	99.85%	99.92%	98.92%	99.3%	99.3%	98.94%	99.85%	9.21946819715088	197.184829869756	89.1093690610943	54.0275667241402	10.6011725047134	7.29416929518187	9.29841908160431	11.2676924542102	9.60314899427593	10.7440443555952	entF	enterobactin synthase multienzyme complex component, ATP-dependent; 	K02364|1|0.0|2432|eun:UMNK88_619|enterobactin synthetase component F [EC:2.7.7.-]	GO:0005829//cytosol;GO:0009366;GO:0005886//plasma membrane	GO:0016779//nucleotidyltransferase activity;GO:0031177//phosphopantetheine binding;GO:0016788//hydrolase activity, acting on ester bonds;GO:0016874//ligase activity;GO:0005524//ATP binding	GO:0043041;GO:0009239//enterobactin biosynthetic process
b1385	1500	237	197	229	212	372	288	243	260	286	292	99.33%	99.87%	99.4%	99.07%	99.73%	99.53%	99.33%	99.47%	99.67%	98.8%	20.6380150931813	18.2951637709694	19.8090194271552	19.9882323995953	30.9276679166599	23.1347460389278	22.1501022186199	20.7720682153122	23.6144305142699	24.0213945069405	feaB	phenylacetaldehyde dehydrogenase; 	K00146|1|0.0|973|elp:P12B_c1741|phenylacetaldehyde dehydrogenase [EC:1.2.1.39]	-	GO:0047106;GO:0008957//phenylacetaldehyde dehydrogenase activity	GO:0055114//oxidation-reduction process;GO:0009435//NAD biosynthetic process;GO:0006559//L-phenylalanine catabolic process;GO:0046196//4-nitrophenol catabolic process
b3271	759	39	24	34	39	86	68	57	24	55	53	94.33%	94.2%	86.56%	98.29%	99.21%	95.13%	97.63%	93.94%	97.23%	98.68%	6.71171752167301	4.40484671759462	5.81240537586754	7.26695748736126	14.1303255601213	10.7951987994558	10.268187726389	3.78937091188426	8.97477596316124	8.61669492709302	yhdZ	putative amino-acid transporter subunit; 	K09972|1|9e-143|509|ebe:B21_03080|general L-amino acid transport system ATP-binding protein [EC:3.6.3.-]	GO:0005886//plasma membrane	GO:0005524//ATP binding;GO:0016887//ATPase activity	GO:0006200//ATP catabolic process;GO:0006865//amino acid transport
b2254	969	251	133	109	178	168	339	286	184	266	303	99.59%	97.01%	97.32%	99.07%	98.76%	99.28%	98.56%	98.35%	99.59%	99.79%	33.8345794854966	19.1200576883825	14.5955839601438	25.9792143753137	21.621259903787	42.1540618936862	40.3555226498317	22.7557784687869	33.9985630604461	38.5856192777629	arnC	undecaprenyl phosphate-L-Ara4FN transferase; 	K10012|1|3e-171|604|sbo:SBO_2291|undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase [EC:2.4.2.53]	GO:0016021//integral component of membrane;GO:0005886//plasma membrane	GO:0016780//phosphotransferase activity, for other substituted phosphate groups;GO:0016757//transferase activity, transferring glycosyl groups	GO:0009103//lipopolysaccharide biosynthetic process;GO:0009245//lipid A biosynthetic process;GO:0046677//response to antibiotic;GO:0036108
b4561	267	28	10	18	11	19	12	20	9	23	6	93.63%	94.38%	95.13%	94.76%	86.89%	81.65%	95.51%	92.88%	97%	71.91%	13.6980140949385	5.21735121512845	8.74742038390641	5.82654643829628	8.87437613894736	5.41543680686513	10.2418746098025	4.03951196926988	10.6688909764321	2.77297920274056	insM	-	K07483|1|3e-41|170|ecoj:P423_24130|transposase	-	GO:0004803//transposase activity;GO:0003677//DNA binding	GO:0006313//transposition, DNA-mediated
b2219	1827	139	122	111	98	122	137	131	116	137	146	98.8%	97.81%	98.91%	92.23%	98.91%	97.97%	98.41%	99.62%	97.65%	94.85%	9.93772767818932	9.302134563853	7.88321163771314	7.58607822582776	8.32754093135342	9.03536138288266	9.80377800293	7.60881619608507	9.28719837764239	9.8609993870856	atoS	sensory histidine kinase in two-component regulatory system with AtoC; 	K07710|1|0.0|1147|ecoa:APECO78_14930|two-component system, NtrC family, sensor histidine kinase AtoS [EC:2.7.13.3]	GO:0016021//integral component of membrane;GO:0005886//plasma membrane	GO:0005524//ATP binding;GO:0000155//phosphorelay sensor kinase activity	GO:0000160//phosphorelay signal transduction system;GO:0046777//protein autophosphorylation;GO:0006355//regulation of transcription, DNA-templated;GO:0023014//signal transduction by phosphorylation
b3238	264	193	128	134	94	594	376	248	125	270	255	98.86%	99.24%	98.86%	99.24%	99.62%	99.24%	99.24%	99.62%	99.62%	99.62%	95.4913912779054	67.5409830031174	65.859681501558	50.3562887425482	280.593761340665	171.611910326643	128.442418402023	56.7418821441003	126.666724389162	119.190839026888	yhcN	cadmium and peroxide resistance protein, stress-induced; 	-	GO:0042597//periplasmic space	-	GO:0070301//cellular response to hydrogen peroxide;GO:0071468//cellular response to acidity;GO:0044011//single-species biofilm formation on inanimate substrate
b0107	1386	110	79	92	97	118	108	102	95	117	90	98.85%	96.03%	92.64%	96.18%	94.73%	93.22%	94.01%	89.32%	97.26%	93.65%	10.3666943405572	7.94008579947363	8.61277995471689	9.89779130299327	10.61730442142	9.38910147683759	10.0623092757345	8.21406293895547	10.4550312194229	8.01282951441264	hofB	T2SE secretion family protein; P-loop ATPase superfamily protein; 	K02504|1|0.0|921|ebe:B21_00105|protein transport protein HofB	GO:0005622//intracellular	GO:0005524//ATP binding;GO:0017111//nucleoside-triphosphatase activity	GO:0006810//transport;GO:0006276//plasmid maintenance
